Curse {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2480.0, 'avg_deduct': 'TBA'}
Kenshen {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3696.0, 'avg_deduct': 'TBA'}
Fionawest {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4505.0, 'avg_deduct': 'TBA'}
Sozen {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3446.0, 'avg_deduct': 'TBA'}
Zivih {'ratio': 3.53, 'most_spent': 18500.0, 'biggest_cut': 5246.0, 'avg_deduct': 'TBA'}
Thic {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4523.0, 'avg_deduct': 'TBA'}
Pewpewthree {'ratio': 3.54, 'most_spent': 15800.0, 'biggest_cut': 4463.0, 'avg_deduct': 'TBA'}
Xendor {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4308.0, 'avg_deduct': 'TBA'}
Frostcake {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4480.0, 'avg_deduct': 'TBA'}
Zumzy {'ratio': 12.22, 'most_spent': 47500.0, 'biggest_cut': 3888.0, 'avg_deduct': 'TBA'}
Ltcrispy {'ratio': 3.34, 'most_spent': 8800.0, 'biggest_cut': 3342.0, 'avg_deduct': 'TBA'}
Frostmaster {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2921.0, 'avg_deduct': 'TBA'}
Celdz {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4619.0, 'avg_deduct': 'TBA'}
Hcmsfearward {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4752.0, 'avg_deduct': 'TBA'}
Allmaa {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3441.0, 'avg_deduct': 'TBA'}
Ole {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3885.0, 'avg_deduct': 'TBA'}
Elcapitana {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3710.0, 'avg_deduct': 'TBA'}
Kliriko {'ratio': 0, 'most_spent': 0, 'biggest_cut': 6398.0, 'avg_deduct': 'TBA'}
Suriel {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3272.0, 'avg_deduct': 'TBA'}
Potamgodx {'ratio': 0.44, 'most_spent': 1100.0, 'biggest_cut': 2499.0, 'avg_deduct': 'TBA'}
Celerity {'ratio': 1.55, 'most_spent': 2000.0, 'biggest_cut': 1293.0, 'avg_deduct': 'TBA'}
Epicbeard {'ratio': 5.68, 'most_spent': 7820.0, 'biggest_cut': 1376.0, 'avg_deduct': 'TBA'}
Prins {'ratio': 0.26, 'most_spent': 500.0, 'biggest_cut': 1891.0, 'avg_deduct': 'TBA'}
Anseri {'ratio': 0.27, 'most_spent': 1100.0, 'biggest_cut': 4050.0, 'avg_deduct': 'TBA'}
Elysia {'ratio': 26.27, 'most_spent': 73000.0, 'biggest_cut': 2779.0, 'avg_deduct': 'TBA'}
Thalbg {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4777.0, 'avg_deduct': 'TBA'}
Cba {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1316.0, 'avg_deduct': 'TBA'}
Jahma {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1241.0, 'avg_deduct': 'TBA'}
Elewent {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1169.0, 'avg_deduct': 'TBA'}
Winhc {'ratio': 0, 'most_spent': 0, 'biggest_cut': 824.0, 'avg_deduct': 'TBA'}
Rinnegan {'ratio': 0, 'most_spent': 0, 'biggest_cut': 905.0, 'avg_deduct': 'TBA'}
Maas {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1699.0, 'avg_deduct': 'TBA'}
Daice {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3578.0, 'avg_deduct': 'TBA'}
Anetzor {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1176.0, 'avg_deduct': 'TBA'}
Varias {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3967.0, 'avg_deduct': 'TBA'}
Grapesoda {'ratio': 0, 'most_spent': 0, 'biggest_cut': 3412.0, 'avg_deduct': 'TBA'}
Vindicta {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2265.0, 'avg_deduct': 'TBA'}
Bombardus {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2078.0, 'avg_deduct': 'TBA'}
Steamtank {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1728.0, 'avg_deduct': 'TBA'}
Flôppy {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1719.0, 'avg_deduct': 'TBA'}
Kaboom {'ratio': 13.65, 'most_spent': 21000.0, 'biggest_cut': 1538.0, 'avg_deduct': 'TBA'}
Ringogringo {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1086.0, 'avg_deduct': 'TBA'}
Elanuriel {'ratio': 11.67, 'most_spent': 10000.0, 'biggest_cut': 857.0, 'avg_deduct': 'TBA'}
Alny {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1755.0, 'avg_deduct': 'TBA'}
Dollysmalls {'ratio': 4.25, 'most_spent': 8000.0, 'biggest_cut': 1883.0, 'avg_deduct': 'TBA'}
Gødlíke {'ratio': 0.68, 'most_spent': 1500.0, 'biggest_cut': 2219.0, 'avg_deduct': 'TBA'}
Rubylol {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1465.0, 'avg_deduct': 'TBA'}
Bobwastaken {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1349.0, 'avg_deduct': 'TBA'}
Dottixfear {'ratio': 1.15, 'most_spent': 1200.0, 'biggest_cut': 1046.0, 'avg_deduct': 'TBA'}
Sapnfap {'ratio': 0.56, 'most_spent': 500.0, 'biggest_cut': 896.0, 'avg_deduct': 'TBA'}
Mjjollniir {'ratio': 0, 'most_spent': 0, 'biggest_cut': 1651.0, 'avg_deduct': 'TBA'}
Manuepetite {'ratio': 0, 'most_spent': 0, 'biggest_cut': 4022.0, 'avg_deduct': 'TBA'}
Bjødden {'ratio': 3.51, 'most_spent': 10001.0, 'biggest_cut': 2846.0, 'avg_deduct': 'TBA'}
Leyonie {'ratio': 0, 'most_spent': 10000.0, 'biggest_cut': 0.0, 'avg_deduct': 'TBA'}
Ninija {'ratio': 0, 'most_spent': 0, 'biggest_cut': 584.0, 'avg_deduct': 'TBA'}
Akamerlin {'ratio': 0, 'most_spent': 0, 'biggest_cut': 2930.0, 'avg_deduct': 'TBA'}
Gregorio {'ratio': 2.06, 'most_spent': 10000.0, 'biggest_cut': 4858.0, 'avg_deduct': 'TBA'}
Jamerich {'ratio': 2.23, 'most_spent': 10000.0, 'biggest_cut': 4479.0, 'avg_deduct': 'TBA'}
Worldclass {'ratio': 1.02, 'most_spent': 4500.0, 'biggest_cut': 4410.0, 'avg_deduct': 'TBA'}
Loucia {'ratio': 3.53, 'most_spent': 14000.0, 'biggest_cut': 3969.0, 'avg_deduct': 'TBA'}
Tompsen {'ratio': 6.72, 'most_spent': 39000.0, 'biggest_cut': 5801.0, 'avg_deduct': 'TBA'}
Heatkiller {'ratio': 0, 'most_spent': 0, 'biggest_cut': 292.0, 'avg_deduct': 'TBA'}
